claim_id,qkey,value,unit,category,file,line,quoted_context
L-586,bench_deep_k_legacy_1g_params,"preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'legacy', 'CUDA_VISIBLE_DEVICES': '0'}; n_gpus=1; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800",params,method-parameter,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,6,"""id"": ""deepk-legacy-1g#r0"", ""preset"": ""deep_k"" … ""result_path"": ""bench/results/2026-09-01-3090x2-sparse/deepk-legacy-1g_r0.result.json"""
L-587,bench_deep_k_legacy_1g_wall_s,0.584,s wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,6,"deepk-legacy-1g#r0: ""status"": ""ok"", ""wall_s"": 0.584"
L-588,bench_deep_k_legacy_1g_peak_vram_mb,GPU0=352; GPU1=4,MB peak VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,6,"deepk-legacy-1g#r0: ""peak_vram_mb"": {""0"": 352, ""1"": 4}"
L-589,bench_deep_k_legacy_1g_throttle_flags,0x0000000000000001,nvml throttle flags,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,6,"deepk-legacy-1g#r0: ""throttle_reasons"": [""0x0000000000000001""]"
L-590,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,6,"deepk-legacy-1g#r0: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-591,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,6,"deepk-legacy-1g#r0: ""sum_counts"": 266261275"
L-592,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,6,"deepk-legacy-1g#r0: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-593,bench_deep_k_legacy_1g_levels,K1 cand=112 freq=112; K2 cand=6216 freq=471; K3 cand=901 freq=901; K4 cand=1407 freq=1407; K5 cand=1854 freq=1854; K6 cand=1848 freq=1848; K7 cand=1320 freq=1320; K8 cand=660 freq=660; K9 cand=220 freq=220; K10 cand=44 freq=44; K11 cand=4 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,6,"deepk-legacy-1g#r0: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-594,bench_deep_k_legacy_1g_level_ms,K1=11.4; K2=2.9; K3=6.1; K4=8.3; K5=10.4; K6=11.2; K7=10.1; K8=4.9; K9=2.1; K10=0.8; K11=0.4,ms per level,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,6,"deepk-legacy-1g#r0: per-level ""ms"" values (rounded to 0.1)"
L-595,bench_deep_k_shared_1g_params,"preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'shared', 'CUDA_VISIBLE_DEVICES': '0'}; n_gpus=1; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800",params,method-parameter,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,7,"""id"": ""deepk-shared-1g#r0"", ""preset"": ""deep_k"" … ""result_path"": ""bench/results/2026-09-01-3090x2-sparse/deepk-shared-1g_r0.result.json"""
L-596,bench_deep_k_shared_1g_wall_s,0.613,s wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,7,"deepk-shared-1g#r0: ""status"": ""ok"", ""wall_s"": 0.613"
L-597,bench_deep_k_shared_1g_peak_vram_mb,GPU0=352; GPU1=4,MB peak VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,7,"deepk-shared-1g#r0: ""peak_vram_mb"": {""0"": 352, ""1"": 4}"
L-598,bench_deep_k_shared_1g_throttle_flags,0x0000000000000001,nvml throttle flags,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,7,"deepk-shared-1g#r0: ""throttle_reasons"": [""0x0000000000000001""]"
L-599,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,7,"deepk-shared-1g#r0: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-600,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,7,"deepk-shared-1g#r0: ""sum_counts"": 266261275"
L-601,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,7,"deepk-shared-1g#r0: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-602,bench_deep_k_shared_1g_levels,K1 cand=112 freq=112; K2 cand=6216 freq=471; K3 cand=901 freq=901; K4 cand=1407 freq=1407; K5 cand=1854 freq=1854; K6 cand=1848 freq=1848; K7 cand=1320 freq=1320; K8 cand=660 freq=660; K9 cand=220 freq=220; K10 cand=44 freq=44; K11 cand=4 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,7,"deepk-shared-1g#r0: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-603,bench_deep_k_shared_1g_level_ms,K1=11.4; K2=6.3; K3=5.3; K4=7.7; K5=11.2; K6=14.1; K7=13.2; K8=9.2; K9=4.7; K10=3.1; K11=2.9,ms per level,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,7,"deepk-shared-1g#r0: per-level ""ms"" values (rounded to 0.1)"
L-604,bench_deep_k_legacy_2g_params,preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'legacy'}; n_gpus=2; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800,params,method-parameter,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,8,"""id"": ""deepk-legacy-2g#r0"", ""preset"": ""deep_k"" … ""result_path"": ""bench/results/2026-09-01-3090x2-sparse/deepk-legacy-2g_r0.result.json"""
L-605,bench_deep_k_legacy_2g_wall_s,1.338,s wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,8,"deepk-legacy-2g#r0: ""status"": ""ok"", ""wall_s"": 1.338"
L-606,bench_deep_k_legacy_2g_peak_vram_mb,GPU0=414; GPU1=416,MB peak VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,8,"deepk-legacy-2g#r0: ""peak_vram_mb"": {""0"": 414, ""1"": 416}"
L-607,bench_deep_k_legacy_2g_throttle_flags,0x0000000000000001,nvml throttle flags,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,8,"deepk-legacy-2g#r0: ""throttle_reasons"": [""0x0000000000000001""]"
L-608,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,8,"deepk-legacy-2g#r0: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-609,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,8,"deepk-legacy-2g#r0: ""sum_counts"": 266261275"
L-610,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,8,"deepk-legacy-2g#r0: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-611,bench_deep_k_legacy_2g_levels,K1 cand=112 freq=112; K2 cand=0 freq=471; K3 cand=0 freq=901; K4 cand=0 freq=1407; K5 cand=0 freq=1854; K6 cand=0 freq=1848; K7 cand=0 freq=1320; K8 cand=0 freq=660; K9 cand=0 freq=220; K10 cand=0 freq=44; K11 cand=0 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,8,"deepk-legacy-2g#r0: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-612,bench_deep_k_legacy_2g_level_ms,K1=27.9; K2=46.2; K3=5.8; K4=5.4; K5=3.6; K6=2.4; K7=2.5; K8=3.2; K9=2.4; K10=2.2; K11=1.9,ms per level,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,8,"deepk-legacy-2g#r0: per-level ""ms"" values (rounded to 0.1)"
L-613,bench_deep_k_shared_2g_params,preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'shared'}; n_gpus=2; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800,params,method-parameter,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,9,"""id"": ""deepk-shared-2g#r0"", ""preset"": ""deep_k"" … ""result_path"": ""bench/results/2026-09-01-3090x2-sparse/deepk-shared-2g_r0.result.json"""
L-614,bench_deep_k_shared_2g_wall_s,1.354,s wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,9,"deepk-shared-2g#r0: ""status"": ""ok"", ""wall_s"": 1.354"
L-615,bench_deep_k_shared_2g_peak_vram_mb,GPU0=414; GPU1=416,MB peak VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,9,"deepk-shared-2g#r0: ""peak_vram_mb"": {""0"": 414, ""1"": 416}"
L-616,bench_deep_k_shared_2g_throttle_flags,(none),nvml throttle flags,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,9,"deepk-shared-2g#r0: ""throttle_reasons"": []"
L-617,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,9,"deepk-shared-2g#r0: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-618,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,9,"deepk-shared-2g#r0: ""sum_counts"": 266261275"
L-619,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,9,"deepk-shared-2g#r0: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-620,bench_deep_k_shared_2g_levels,K1 cand=112 freq=112; K2 cand=0 freq=471; K3 cand=0 freq=901; K4 cand=0 freq=1407; K5 cand=0 freq=1854; K6 cand=0 freq=1848; K7 cand=0 freq=1320; K8 cand=0 freq=660; K9 cand=0 freq=220; K10 cand=0 freq=44; K11 cand=0 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,9,"deepk-shared-2g#r0: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-621,bench_deep_k_shared_2g_level_ms,K1=26.4; K2=49.1; K3=7.2; K4=9.1; K5=5.4; K6=2.5; K7=2.6; K8=2.3; K9=2.6; K10=1.9; K11=1.9,ms per level,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,9,"deepk-shared-2g#r0: per-level ""ms"" values (rounded to 0.1)"
L-622,bench_deep_k_shared_1g_params,"preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'shared', 'CUDA_VISIBLE_DEVICES': '0'}; n_gpus=1; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800",params,method-parameter,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,10,"""id"": ""deepk-shared-1g#r1"", ""preset"": ""deep_k"" … ""result_path"": ""bench/results/2026-09-01-3090x2-sparse/deepk-shared-1g_r1.result.json"""
L-623,bench_deep_k_shared_1g_wall_s,0.628,s wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,10,"deepk-shared-1g#r1: ""status"": ""ok"", ""wall_s"": 0.628"
L-624,bench_deep_k_shared_1g_peak_vram_mb,GPU0=352; GPU1=4,MB peak VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,10,"deepk-shared-1g#r1: ""peak_vram_mb"": {""0"": 352, ""1"": 4}"
L-625,bench_deep_k_shared_1g_throttle_flags,(none),nvml throttle flags,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,10,"deepk-shared-1g#r1: ""throttle_reasons"": []"
L-626,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,10,"deepk-shared-1g#r1: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-627,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,10,"deepk-shared-1g#r1: ""sum_counts"": 266261275"
L-628,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,10,"deepk-shared-1g#r1: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-629,bench_deep_k_shared_1g_levels,K1 cand=112 freq=112; K2 cand=6216 freq=471; K3 cand=901 freq=901; K4 cand=1407 freq=1407; K5 cand=1854 freq=1854; K6 cand=1848 freq=1848; K7 cand=1320 freq=1320; K8 cand=660 freq=660; K9 cand=220 freq=220; K10 cand=44 freq=44; K11 cand=4 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,10,"deepk-shared-1g#r1: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-630,bench_deep_k_shared_1g_level_ms,K1=11.4; K2=6.3; K3=5.3; K4=7.6; K5=11.2; K6=14.1; K7=13.2; K8=9.3; K9=4.7; K10=3.1; K11=2.9,ms per level,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,10,"deepk-shared-1g#r1: per-level ""ms"" values (rounded to 0.1)"
L-631,bench_deep_k_shared_2g_params,preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'shared'}; n_gpus=2; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800,params,method-parameter,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,11,"""id"": ""deepk-shared-2g#r1"", ""preset"": ""deep_k"" … ""result_path"": ""bench/results/2026-09-01-3090x2-sparse/deepk-shared-2g_r1.result.json"""
L-632,bench_deep_k_shared_2g_wall_s,1.346,s wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,11,"deepk-shared-2g#r1: ""status"": ""ok"", ""wall_s"": 1.346"
L-633,bench_deep_k_shared_2g_peak_vram_mb,GPU0=414; GPU1=416,MB peak VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,11,"deepk-shared-2g#r1: ""peak_vram_mb"": {""0"": 414, ""1"": 416}"
L-634,bench_deep_k_shared_2g_throttle_flags,0x0000000000000001,nvml throttle flags,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,11,"deepk-shared-2g#r1: ""throttle_reasons"": [""0x0000000000000001""]"
L-635,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,11,"deepk-shared-2g#r1: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-636,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,11,"deepk-shared-2g#r1: ""sum_counts"": 266261275"
L-637,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,11,"deepk-shared-2g#r1: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-638,bench_deep_k_shared_2g_levels,K1 cand=112 freq=112; K2 cand=0 freq=471; K3 cand=0 freq=901; K4 cand=0 freq=1407; K5 cand=0 freq=1854; K6 cand=0 freq=1848; K7 cand=0 freq=1320; K8 cand=0 freq=660; K9 cand=0 freq=220; K10 cand=0 freq=44; K11 cand=0 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,11,"deepk-shared-2g#r1: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-639,bench_deep_k_shared_2g_level_ms,K1=26.3; K2=48.8; K3=7.6; K4=9.5; K5=5.4; K6=2.6; K7=2.5; K8=2.2; K9=1.9; K10=2.2; K11=2.0,ms per level,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,11,"deepk-shared-2g#r1: per-level ""ms"" values (rounded to 0.1)"
L-640,bench_deep_k_shared_1g_params,"preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'shared', 'CUDA_VISIBLE_DEVICES': '0'}; n_gpus=1; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800",params,method-parameter,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,12,"""id"": ""deepk-shared-1g#r2"", ""preset"": ""deep_k"" … ""result_path"": ""bench/results/2026-09-01-3090x2-sparse/deepk-shared-1g_r2.result.json"""
L-641,bench_deep_k_shared_1g_wall_s,0.602,s wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,12,"deepk-shared-1g#r2: ""status"": ""ok"", ""wall_s"": 0.602"
L-642,bench_deep_k_shared_1g_peak_vram_mb,GPU0=352; GPU1=4,MB peak VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,12,"deepk-shared-1g#r2: ""peak_vram_mb"": {""0"": 352, ""1"": 4}"
L-643,bench_deep_k_shared_1g_throttle_flags,(none),nvml throttle flags,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,12,"deepk-shared-1g#r2: ""throttle_reasons"": []"
L-644,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,12,"deepk-shared-1g#r2: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-645,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,12,"deepk-shared-1g#r2: ""sum_counts"": 266261275"
L-646,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,12,"deepk-shared-1g#r2: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-647,bench_deep_k_shared_1g_levels,K1 cand=112 freq=112; K2 cand=6216 freq=471; K3 cand=901 freq=901; K4 cand=1407 freq=1407; K5 cand=1854 freq=1854; K6 cand=1848 freq=1848; K7 cand=1320 freq=1320; K8 cand=660 freq=660; K9 cand=220 freq=220; K10 cand=44 freq=44; K11 cand=4 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,12,"deepk-shared-1g#r2: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-648,bench_deep_k_shared_1g_level_ms,K1=11.5; K2=6.4; K3=5.3; K4=7.7; K5=11.3; K6=14.1; K7=13.5; K8=9.2; K9=4.7; K10=3.1; K11=3.0,ms per level,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,12,"deepk-shared-1g#r2: per-level ""ms"" values (rounded to 0.1)"
L-649,bench_deep_k_shared_2g_params,preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'shared'}; n_gpus=2; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800,params,method-parameter,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,13,"""id"": ""deepk-shared-2g#r2"", ""preset"": ""deep_k"" … ""result_path"": ""bench/results/2026-09-01-3090x2-sparse/deepk-shared-2g_r2.result.json"""
L-650,bench_deep_k_shared_2g_wall_s,1.382,s wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,13,"deepk-shared-2g#r2: ""status"": ""ok"", ""wall_s"": 1.382"
L-651,bench_deep_k_shared_2g_peak_vram_mb,GPU0=414; GPU1=416,MB peak VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,13,"deepk-shared-2g#r2: ""peak_vram_mb"": {""0"": 414, ""1"": 416}"
L-652,bench_deep_k_shared_2g_throttle_flags,0x0000000000000001,nvml throttle flags,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,13,"deepk-shared-2g#r2: ""throttle_reasons"": [""0x0000000000000001""]"
L-653,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,13,"deepk-shared-2g#r2: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-654,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,13,"deepk-shared-2g#r2: ""sum_counts"": 266261275"
L-655,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,13,"deepk-shared-2g#r2: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-656,bench_deep_k_shared_2g_levels,K1 cand=112 freq=112; K2 cand=0 freq=471; K3 cand=0 freq=901; K4 cand=0 freq=1407; K5 cand=0 freq=1854; K6 cand=0 freq=1848; K7 cand=0 freq=1320; K8 cand=0 freq=660; K9 cand=0 freq=220; K10 cand=0 freq=44; K11 cand=0 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,13,"deepk-shared-2g#r2: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-657,bench_deep_k_shared_2g_level_ms,K1=25.3; K2=50.1; K3=6.8; K4=8.5; K5=5.5; K6=2.5; K7=2.5; K8=2.2; K9=2.1; K10=2.0; K11=2.4,ms per level,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,13,"deepk-shared-2g#r2: per-level ""ms"" values (rounded to 0.1)"
L-658,meta_log_direct_vs_son_experiment_id,direct_gpu_vs_son,experiment id,method-parameter,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json,2,"""experiment"": ""direct_gpu_vs_son"""
L-659,meta_log_direct_vs_son_timestamp,2026-02-19T05:03:26.988464+00:00,timestamp,software,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json,3,"""timestamp"": ""2026-02-19T05:03:26.988464+00:00"""
L-660,run_power_support,1e-05,min_support (fraction),method-parameter,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json,5,"""min_support"": 1e-05"
L-661,run_power_support_pct,0.001%,support_pct,method-parameter,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json,6,"""support_pct"": ""0.001%"""
L-662,dataset_multi_feature,76890945,n_transactions (proteins),deterministic,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json,7,"""n_transactions"": 76890945"
L-663,run_power_min_count,768,min_count,method-parameter,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json,8,"""min_count"": 768"
L-664,run_power_direct_max_length,null,max_length,method-parameter,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json,9,"""max_length"": null"
L-665,run_power_direct_use_gpu,true,use_gpu,method-parameter,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json,10,"""use_gpu"": true"
L-666,run_power_direct_itemsets,475865,itemsets (direct GPU),deterministic,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json,13,"""direct_gpu_result"": { ""itemsets"": 475865"
L-667,run_power_direct_time_s,50.72,s (direct GPU time),hardware-dependent,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json,14,"""time_seconds"": 50.72"
L-668,run_power_direct_kmax,14,max_k (direct GPU),deterministic,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json,15,"""max_k"": 14"
L-669,kdist_power_direct_k1_count,1002,"itemsets at K=1 (direct GPU, 0.001%)",deterministic,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json,17,"""k_distribution"": … ""1"": 1002"
