uniprotAccession,globalMetricValue
A0A0E3K5T6,90.69
A0A7G9YQU3,76.69
A0A7G9YPR9,89.5
A0A832ZIT6,92.06
I3R8Q9,95.94
A0A7C3RD68,91.75
A0A7C4JLT8,93.75
A0A482T141,95.0
A0A7G9Z4A2,83.69
I3R284,85.81
A0A090I3B8,91.5
D0EGD1,70.19
I3WD99,77.06
A0A157T0L9,81.88
A0A7C4HCN5,78.94
A0A088E6S3,96.19
A0A1I0HLL3,86.81
A0A1D8S3C0,92.25
A0A7J3LZR7,96.0
A0A075HEK7,72.75
V6AR43,72.75
L9YKH8,84.5
Q46BB1,97.62
A0A1H9Z1Q8,86.19
A0A140CT08,98.44
A0A7J3I934,93.19
A0A075H7Q8,90.44
A0A075FR72,88.5
A0A075H4V8,88.44
A0A7J3X723,84.56
A0A7J3Z620,84.44
A0A7J3I931,92.44
A0A7J2TKZ6,90.94
A0A7G9YRS6,75.25
A0A075HH84,89.12
A0A075HX50,95.0
A0A075FUT3,85.62
A0A075IAI7,94.5
A0A075GWC0,41.0
A0A075FM94,94.06
A0A2L1C9W0,97.88
Q46A84,83.06
D7RAB3,75.06
A0A1D8S5F0,89.62
A0A7J3M3H6,90.81
A0A0U3H7F8,88.0
A0A075HG78,84.5
A0A075HPR5,90.31
A0A075HTN1,83.31
A0A075IBA4,83.38
A0A1G6VSB4,92.0
A6VJ95,96.19
A0A075HBB3,75.56
A0A075FSK6,88.12
Q46E05,93.38
A0A7J3TH03,90.94
A0A7J3X7B3,91.75
A0A7J3SKM3,93.38
A0A7J3N0C8,93.0
A1XT12,77.38
A0A075HD36,96.44
A0A075HGY5,95.56
A0A075I0Z5,95.75
A0A075FUH6,72.25
A0A075GXV7,47.16
A0A075H3I2,83.06
A0A075GV62,82.38
A0A2L1C862,49.53
Q466T5,66.94
A0A1I6XV27,97.81
A0A7J3X5L1,95.38
A0A7J3JS82,89.88
A0A7J3M0A5,93.75
A0A7G9Z821,79.12
A0A075GEH3,88.56
A0A643JV99,91.06
A0A075I4H1,91.25
A0A075GEQ2,93.19
A0A075GCJ1,90.81
A0A075H8N3,94.81
A0A075HJ43,91.94
A0A075GES8,96.75
A0A075I7J2,94.06
A0A075GGW5,82.38
A0A075G534,88.0
A0A2L1GHF6,97.94
A0A075H6Y6,65.56
A0A075I7K8,85.25
A0A345S6T2,97.25
A0A2H4VQJ2,88.38
A0A2H4VNV1,95.5
A0A5N5U8I7,76.81
A0A075HCE6,86.12
A0A075FYV6,74.69
Q46EG0,70.06
A0A075HDA4,93.44
A0A075HKA1,59.59
A0A0F7PB38,53.69
A0A2H4VRD5,96.5
A0A643JWE5,92.12
A0A2L1C7U6,84.69
A0A075FTV1,76.75
A0A075FVQ7,92.19
A0A075H2E9,68.88
A0A075I215,87.25
A0A075G8T4,80.81
A0A075IB70,85.81
A0A075GPR0,90.69
A0A0F8JUS0,93.31
Q46CP9,64.31
A0A075GYL9,68.38
A0A075FWH7,93.81
A0A075I860,93.5
A0A075IG71,85.0
A0A075G3U4,87.88
A0A2S1TQA3,73.38
A9A6B2,80.62
A0A075GHP1,91.38
Q46CD9,89.25
A0A075GF19,79.81
A0A075FKH3,92.88
Q46F60,84.62
A0A075H6G9,86.62
A0A075I1G5,94.06
A0A075ICZ9,91.88
A0A2H4VMA6,55.72
A0A0B5G365,97.44
A0A314ZXB1,96.44
A0A075H6I8,87.44
A0A075HIG2,49.44
A0A075HUK7,90.31
A0A075FWW9,95.31
A0A075IFM9,91.25
A0A075FVZ3,81.56
A0A075FW75,96.56
A0A075HAR0,90.62
A0A075HCU8,92.06
A0A075GMM4,80.75
A0A1I0JAL9,43.28
A0A7J3ZLM2,95.25
A0A7J2THJ3,95.56
A0A075G841,94.25
A0A075GLG8,93.19
A0A075GYQ4,78.19
A0A075I135,96.25
A0A075H948,87.94
A0A075GV06,92.69
A0A075FME6,83.69
A0A0F7P7Z4,96.25
A0A6C0UY48,83.81
A0A7J3I831,78.5
A0A7J2U2H7,57.53
A0A7J3M4Z4,94.38
A0A7J3G6R3,88.12
A0A7J3UXX7,95.38
A0A075HH82,93.62
A0A075FLB9,91.31
A0A075GMM7,90.25
A0A075G062,82.69
A0A075I6Y4,89.69
A0A0F8QKM7,77.56
A0A7J9NTX2,92.62
A0A075H206,91.62
A0A075I1B3,91.12
A0A075GIB7,82.81
A0A075GIC7,84.31
A0A075HHL5,86.12
A0A075IAV2,74.88
A0A1G6U7B0,75.5
A0A7J3SKG5,91.62
A0A7J3Z5E5,89.69
A0A7J3G3S5,89.56
A0A7J4JJ18,92.0
A0A075GR39,88.12
A0A7J3I9G2,91.69
A0A7J3WDM1,39.41
A0A7J4IT29,87.31
A0A075H0K8,81.31
A0A075HSR7,92.5
A0A075HIV4,94.75
A0A075GMY2,86.81
A0A075FUU3,94.12
A0A1G6JEX7,94.06
A0A1G6NCN4,77.88
A0A1D8S2G8,92.38
C0L4H0,96.31
A0A7J3X5F8,42.41
A0A7J2U274,90.31
A0A7J3M2Q9,86.88
A0A075HJY6,96.38
A0A075GD37,96.69
A0A075G2E8,95.75
A0A075GGV2,87.75
A0A075FS48,74.31
A0A075FRP5,91.44
V5TDY1,91.56
A0A0F8GXL4,69.38
A0A0F7PDJ7,92.81
A0A285EPL5,93.44
A0A1D8S675,86.69
A0A7J3Z8K6,82.25
A0A7J3M457,95.88
A0A7J3VTD2,93.81
A0A7J4JGG3,92.38
A0A075H1Y8,89.44
A0A075HJR6,87.56
A0A075I0X8,93.12
A0A075GMS9,73.06
A0A075GR68,79.75
A0A075FVZ4,61.16
A0A1N6XQY4,86.5
A0A1L3Q4T8,84.94
A0A650CT03,92.75
A0A088E9B8,89.69
A0A0G3U6C2,73.44
A0A1N5VYF9,85.44
A0A1L3Q2P3,96.56
A0A5N5UJS4,80.94
A0A650CUD1,65.19
A0A088E6Z8,90.5
D0KSI7,95.0
D0KR23,94.75
A0A101FW39,92.5
A0A558GBX1,84.56
A0A6C0V1T0,86.75
A0A643K000,94.69
A0A2R4RPF4,93.12
A0A558G8K6,96.62
A0A6C0UT83,74.56
A0A523BHY4,92.69
G3FH58,93.25
A0A650CVX6,72.31
A0A520KE27,92.88
A0A090I395,93.69
D8JBT9,76.69
H8ZZ02,76.25
A0A1N7CX79,89.69
A0A6C0UWN3,52.41
A0A523BHR7,95.94
W0P229,97.0
A0A5N5U2P3,92.69
A0A088E340,96.38
D8J402,95.81
A0A1Q2XCC1,97.38
A0A1N7CW58,76.06
A0A1N6ZJD1,79.75
M9WI06,69.88
B6S4B9,74.5
A0A643JY10,91.44
A0A510N874,75.25
D8J9U7,78.0
B3T8Q0,85.25
A0A558FZT9,77.25
A0A523BGF8,91.88
A0A088E5T1,94.12
A0A2Z2L4T5,78.5
G3G8L5,70.81
A0A0D5CRR9,72.38
I6M2H0,76.19
B3GBG9,73.5
A0A101DCH0,94.38
B3V557,86.44
A0A1H5X1J1,72.75
A0A1I0DXA3,90.62
A0A1I7AL33,84.94
A0A7J3MZA1,87.12
L0ADI9,87.69
I6TV03,73.5
D0KT53,94.75
D8J2K9,93.12
D8J745,87.5
A0A1H6C2S3,89.38
A0A1H6C5H2,81.25
A0A1G6LRD2,90.94
A0A1D8S1U0,90.5
A0A7J3Z963,88.81
B0R8N5,89.56
A0A101IJ34,95.12
F7PGU4,90.81
F7PL37,84.44
B3UYU8,75.06
A0A1H6CMV7,84.56
A0A7J3ZL58,80.88
A0A7J3N0M1,97.69
L0JHM2,93.19
I6SPB5,74.25
A0A117LFN5,93.75
D3T097,93.31
F7PF98,86.5
B3UZ39,71.38
A0A1I0GCJ7,83.0
A0A1G6Q745,72.44
A0A7J3Y057,93.69
L0JJY5,76.56
A0A2R4RPY7,93.62
A0A3G9D021,83.25
A0A1H5ZZZ4,91.38
A0A7J3QF70,92.06
A0A0S1WDM0,92.88
L0JGC6,83.12
L0ALI4,89.12
A0A1H6C020,78.12
D3SRD6,93.06
A5YSL6,83.94
B3UZ32,69.12
B3V6I9,61.91
A0A1H9Z063,90.69
A0A7J3N0E4,79.12
A0A7J3JPP6,95.5
A0A7J3M389,79.81
L0AR01,96.06
A0A101DYT6,94.88
W0GCD0,66.06
A0A7J3TH04,79.81
A0A7J3I7S8,85.94
A0A160VTJ5,69.25
A0A160VWF8,68.88
A0A1I7AUM2,83.5
A0A1D8S247,85.62
A0A7J2TAT2,71.38
A0A7J3I646,77.0
A0A7J3MZS5,73.44
A0A7J3M1E2,90.75
A0A1I0E7B3,77.44
A0A1I0DEF3,91.69
A0A1I7AYP5,87.56
A0A7J2TL79,92.94
A0A1B1TG13,96.69
A0A161KEI3,90.38
A0A1G6PBE3,95.31
L0JM80,89.44
O07117,84.0
A0A220SX60,66.19
A0A1D8S5V0,87.69
A0A7J3YTF3,89.94
Q6JI97,98.5
D0KU53,90.94
A0A124FBL9,90.94
A0A7J3SK98,53.81
A0A7J3ZJW7,85.06
A0A7J3YTI8,73.38
A0A7J2U5K7,85.75
A0A7J2TIL4,94.62
A0A1B1TEQ4,77.38
A0A7J2T9Q1,69.31
A0A315A275,95.5
A0A088E970,82.06
A0A650CJU7,96.44
B0R8M8,65.31
R9RJ67,80.44
A0A650CJS4,87.31
A0A1S7B2B4,97.31
A0A643JWN4,88.94
A0A643JYG4,95.44
A0A650CJP4,94.0
T1YW84,70.0
A0A830FFE8,83.88
L0JMN0,89.12
L0AHI7,87.0
A0A830FRA6,85.06
L0JIP0,75.25
A0A650CDH8,95.62
B0R8P2,90.31
L0JER3,92.31
A0A643K2K8,84.94
A0A650CEY0,33.19
A0A088E524,80.44
A0A7J9SEY9,71.56
A0A7J3G3T1,95.12
B0F339,70.25
A0A2R6A641,36.53
A0A088MVZ4,71.94
W0FV95,96.38
A0A7J3WBJ4,84.12
A0A7J3VRI5,96.12
A0A7J4KY77,86.69
A0A832ZL58,92.62
A0A7J4JJH2,68.12
Q5V6D0,81.88
E7QVG1,69.38
A0A371QX83,90.81
A0A7J9NRM6,97.06
A6VGD4,37.66
A0A510N569,93.56
Q5UYH6,79.06
E7QTS5,97.38
A0A088MZV3,71.62
A0A7J9PLL5,97.94
A0A7J9NS55,92.44
A0A0E3GVP4,92.25
A0A0K1SKQ7,88.19
A0A7J9RZE2,73.44
A0A7J9NRM5,95.75
E7QZH3,89.75
A0A1V0N1I3,79.0
E4NSZ6,80.81
A0A7C1GB02,83.56
A0A7C4D841,95.12
A0A7C4D9F3,50.56
F7PMU7,88.62
D8J798,80.25
B3V675,95.31
G0T8G7,94.44
E4NSS3,85.19
A0A7C4BB72,46.53
A0A7C5U3X9,82.06
Q64EG9,85.69
A0A830FNX5,80.62
F7PKJ7,97.69
B3T9L3,94.56
A0A7C1P2D1,91.44
A0A7C3SL37,93.5
A0A7C1GC98,82.75
A0A6S4HGE4,66.56
A0A0A7V547,95.88
A0A2J6N713,81.12
A0A832EVE0,86.75
A0A150JB67,75.44
A0A830FUB1,70.81
A0A830FRJ3,91.25
A0A0G3VMI3,62.34
A0A7C4W3M9,85.94
A0A7C5Y7R8,83.0
D3T009,94.69
G1CVU6,70.06
A0A7C1EA03,83.5
A0A7C4JIP1,91.06
A0A7C5LAY9,94.44
A0A1H7T276,88.94
A0A0R7K3Z9,85.31
A0A7C4B8R4,67.25
A0A7C4D0U4,95.19
A0A7C3RA41,91.75
A0A7C2S6G6,73.19
A0A7C3ILK4,90.88
F7PHK9,97.38
B3T9N3,94.75
A0A7C4JJ10,95.0
A0A7C4D3H9,85.94
A0A7C3ZEQ8,95.81
A0A7C4I8Y9,87.69
A0A1B1TBE4,92.5
D3T2C8,46.44
F7PJB6,84.56
A0A150IPS3,91.62
A0A0U3H3H7,91.88
A0A7H1KPA3,85.06
A0A7G9Y106,48.16
A0A1H5WLK4,86.06
A0A0F6Q7I0,96.69
A0A0P9CMN2,88.38
A0A7H0XS23,57.09
A0A7H1KNW4,89.75
A0A7G9ZDF8,91.44
D8J7T4,88.31
A0A7G9Y5Z9,61.84
A0A1H5THD9,83.31
I3R2K2,91.88
A0A7G9YWD1,83.62
A0A7G9YAH8,89.94
G8YY01,86.56
A0A1H6CLW6,81.38
A0A345D1Y4,66.62
A0A0Q2UML4,95.88
A0A0U3BUJ3,98.38
A0A7G9Z851,84.0
A0A7G9Z3U1,94.12
A0A7G9Z5W2,96.5
A0A7G9Z9J8,91.62
B3V6R4,95.88
A0A150JME9,92.44
A0A7G9Z6W4,69.94
A0A7G9Z7X0,47.56
A0A0F6T161,91.94
A0A6A9QRU8,94.69
A0A0Q2M2Z1,88.56
B5B280,69.88
A0A0U5APZ4,91.12
A0A7C4FBV7,44.22
A0A7C1GBA9,89.94
A0A7C4FDZ0,77.75
A0A7C5YTJ4,89.31
A0A7C4BCU8,92.06
A0A7C4NLL6,87.94
A0A7C2SEC7,60.0
A0A7C4E0V6,94.38
A0A5N5UHF5,93.81
Q8NKL4,98.0
F6N3A2,76.0
E7QT68,92.62
I7D761,79.31
A0A0X8XJ16,97.38
A0A7C5QCP0,94.81
A0A7C4FHL3,91.5
A0A7C1GSS5,94.5
A0A7C3F3N5,88.06
A0A0B5G3F9,97.44
A0A7C4BA99,95.56
A0A7C1GL01,94.12
A0A7C5L7E7,73.25
G0T802,94.56
A0A5N5UC13,69.31
U5TV23,95.81
E7R038,78.44
D0KTX8,94.44
E4NPX2,89.0
A0A7C4BAJ5,89.31
A0A7C4FFG8,77.25
Q2LGR9,83.44
Q5UZS0,87.19
E7QWI6,95.75
K0FH63,97.19
D0KTT3,87.62
A0A7C3SLC2,90.81
A0A7C4FE03,87.38
A0A7C3RCX2,94.56
A0A7C3RBE6,82.06
A0A7C2NBM7,93.44
A0A0H4T1J8,87.38
E7QNR9,96.88
A0A1J0I9C3,75.94
D0KS39,87.44
E4NTP2,89.25
A0A0C6FXC0,72.88
A0A2S1TQ38,73.88
A0A832ZJK7,57.56
A0A068FQ55,69.44
D0KRH0,87.25
A0A101IWF1,90.06
A0A7C4BCV9,82.56
A0A7C1CF11,93.69
A0A7C2FXZ4,86.44
A0A7C5Q8C4,95.25
A0A7C3J4G7,79.25
E4NUS6,85.62
A0A7C4NNX0,96.75
A0A7C4D7N1,92.75
A0A6S4LJP4,70.12
A0A5N5UCH8,84.94
A0A2S1TPZ5,63.78
Q00396,87.62
E7QWF9,91.31
A0A096ZKU5,71.25
A0A101J263,90.5
A0A7J3XXK5,92.12
A0A150IKH0,95.62
A0A1I6XE93,85.31
A0A7J3X506,71.31
A0A7J3I7B0,95.62
A0A650CU87,91.62
A0A643K4U3,93.31
A0A0C5B3P2,71.06
U3N3K5,69.88
A0A7J3I9U4,88.81
A0A7J2TZX0,96.25
A0A7J3Y063,94.38
Q648L8,76.31
A0A150IJJ2,82.75
A0A1G6R4T3,95.0
A0A7J3SLN0,80.0
G3KD44,71.62
C0L4G8,96.19
A0A7J3ZJF7,76.88
A0A7J3ZJA2,59.69
A0A7J3I928,77.81
A0A7J2TM26,93.25
A0A285F4X6,90.19
A0A7J2U0N3,91.06
U3MZ40,71.44
A0A7J3SJE9,93.25
A0A7J3JQ10,76.69
A0A1H9Z1V4,77.75
A0A1I7B7G0,79.25
A0A650CSW7,84.19
Q649X7,91.75
A6VJS7,97.56
A8SV40,73.88
A0A1G6Z0R9,93.88
A0A7J3ZJN9,90.88
A0A7J3ZLU5,93.25
A0A7J3M5D8,80.94
A0A1I6Y274,88.38
A0A1I0FIH6,64.69
A0A1N7D582,82.75
A0A7J3ZLE4,88.62
A0A7J3JQ91,73.06
A0A7J3Z6B4,85.81
A0A7J3I6Z1,86.31
A0A0D5CSM8,67.56
A0A643JXV2,89.75
A0A1V0N9H3,75.19
A0A558G895,82.0
A0A1I0J9L6,47.59
A0A7J3N0H5,81.0
A0A7J3YU01,89.38
A0A7J2TJU7,86.31
Q649B3,94.25
A0A150JMQ0,85.88
B5AMV5,76.06
A0A7J3ZJY7,75.44
A0A7J3QDH0,89.19
A0A7J2U530,87.56
G3KDP1,64.56
Q466S7,81.56
A0A075G5K1,82.81
A0A075FLJ7,84.88
A0A285G148,62.31
H5SJ37,89.12
A0A1L3Q4F9,96.25
A0A1V0N329,95.94
A0A7J3SKF3,92.12
A0A075GPJ0,95.5
A0A285GD73,92.75
A0A7J3V0N7,95.25
A0A1V0NAN3,77.19
U3MYY8,65.38
A0A371QVU8,91.31
A0A7J3WC68,92.62
A0A1I0JFQ8,83.94
A0A1I0I2N7,77.31
A0A075FYT3,90.69
A0A075I4P8,82.06
A0A075GBH0,90.56
A0A075HGT7,83.75
A0A075GGZ8,67.5
A0A075GZC9,77.12
A0A075FKU5,86.88
A0A075FNL8,94.38
A6VIT9,94.62
A0A371QXC5,88.44
Q46EM9,90.06
A0A075GCZ4,94.88
A0A7J2U1Q0,77.12
A0A7J2U697,92.19
A0A7J2TI17,94.5
A0A371QUV7,93.19
A0A075HYG6,94.81
A0A075HUD1,72.0
A0A285ER68,93.81
A0A7J9S6Z8,83.69
A0A7J9NJK9,98.25
A0A7J9NMW1,94.06
A0A7J4IWX5,82.81
A0A7J3UYB0,77.44
A0A371R5G5,97.5
A0A7J3MY45,84.25
A0A075G966,67.06
A0A075HWY6,72.94
A0A075HRR0,39.19
A0A075FPL1,84.5
A0A7J3VRE8,85.0
A0A7J3WAY8,84.31
A0A7J4JW45,81.19
A0A7J3UY06,93.69
A0A7J4IS98,92.31
A0A7J3V0L2,83.88
A0A7J3V030,92.25
A0A7J3SK63,94.69
A0A7J2T962,81.88
Q46BE5,32.53
A0A075GW37,95.25
A0A075HR75,96.06
A0A075FQ65,72.69
A0A345S5W3,67.12
A0A7J3ZLL9,93.19
A0A7J2U4J0,79.38
A0A0Q2XQ04,53.62
A0A2H4VRG9,95.12
A9LM18,82.94
A0A160VTR2,89.94
D3JVD2,64.88
A0A0Q2M3A4,92.0
A0A2S1TPK4,69.12
A0A0H4T319,90.06
X5CYA3,73.25
A0A0Q2QQI1,95.0
A0A0Q2QQM5,97.94
L7WS27,94.44
Q9UX28,92.06
A0A160VTT2,92.31
A0A0Q2URM3,82.88
Q9UY09,94.44
A0A0G3UA21,70.19
A2TI54,98.38
Q9UXP6,95.44
A0A1L3Q295,93.81
A2TID7,97.19
A0A0Q0RUK3,90.56
X5D1V7,65.19
A0A2S1TPG2,74.31
Q9UWS1,60.69
A0A1H5Z3X8,77.94
B3T7W9,80.31
A0A0E3MAW2,95.62
V9Z7S8,73.19
A0A067Y056,88.62
A0A150ISC4,53.75
A0A220SX49,57.19
G9M9Y6,98.38
A0A0E3JWI6,82.69
A0A0E3MAC2,95.56
Q6L0U8,93.69
A0A150JD87,95.31
A0A150IMQ5,91.19
B3TA69,95.31
A0A0E3K1W0,73.94
Q5V678,84.69
E7QYW5,95.06
A0A0E3K0X2,84.38
A0A157T0L2,87.5
D8JC03,88.0
A0A0E3K5X4,92.44
A0A0F2LLW9,67.69
A0A1H5Z8W9,85.44
A0A1H5WAX5,92.81
D8J4Q2,47.94
A0A0E3GWA4,91.38
I3R8R1,94.19
A0A0F2LN62,93.69
A0A0E3SJS2,87.5
C6GGL8,66.25
L0JQU6,81.38
Q9V1D3,87.88
A0A150IVX6,92.75
L0AG33,94.12
L0JP04,58.72
L0AGM5,89.62
J9QCS7,74.44
Q6V263,98.38
A0A7G9Z366,76.88
A0A0H4TN87,90.88
C5WC02,69.31
A0A314ZQA9,91.06
L0AKV4,93.12
A9AB13,87.5
Q3I2Z5,67.69
C4PIM2,70.69
A0A2L1CBF4,93.19
A0A2H4VRI5,79.81
A0A0U3FHB5,96.12
A0A7H1KNK9,76.81
A0A7G9Y6W4,84.25
Q46FI1,68.38
Q46E71,94.94
I3R1P1,78.38
A0A0U3H9N8,97.88
A0A7G9YG08,90.31
A1XW01,69.56
Q3BAW1,88.12
A0A7G9YBT0,73.0
Q9V1L4,96.81
Q46FP4,94.06
A0A0Q2M4W1,85.5
I3RAG1,83.88
A0A7G9YX75,83.75
A0A7G9Z8C9,93.62
A0A0Q2XNU7,89.31
I3R9C9,79.19
A0A7G9YZN1,88.94
Q9V0K0,91.12
Q46G32,94.06
B3VKC1,98.5
K4HS28,72.19
D3GBJ8,69.94
A0A7G9Z8S2,95.5
A0A2L1CBF5,88.0
A0A0R7K413,92.75
A0A075GH75,73.69
A0A075I9W5,74.69
D0KP91,88.62
D0KUQ9,90.94
A0A101FVR3,49.38
A0A0X8XJC7,97.44
A0A1L3Q0C4,64.38
Q8NKM1,92.56
A0A059TUF7,67.94
A0A075H9W5,94.69
A0A075GVC0,79.5
A0A075I638,87.12
A0A558FTF4,82.06
A0A060BZ82,89.06
A0A075GM44,75.56
A0A075H3S1,74.94
A0A075HQ58,83.44
A0A6C0UTA0,80.0
A0A1B1TAB0,90.38
A0A075HKJ8,95.12
A0A075GVP0,88.31
A0A075FU14,85.62
A0A075FXU0,92.81
D0KRX5,87.0
A0A285GIP4,94.12
H5SNT1,84.94
A0A060GLM1,97.81
A0A1I0Q4Y4,95.94
A0A075GPN3,95.94
A0A075H1B2,80.62
A8D4L9,63.94
A0A075GEX0,96.38
A0A075GZI7,73.94
A0A075HCK0,95.5
A0A075FXV0,62.75
A0A075I0Z9,77.56
A0A075I722,85.81
A0A075FPJ8,77.25
A0A075I802,95.38
A0A109QMW6,98.5
A0A075HEP8,92.38
A0A075G8K7,94.62
A0A075G0M4,88.62
A0A075I662,79.12
A0A4D6KHP6,84.06
A0A7C1CGE8,86.56
A0A7C1GP26,91.12
A0A0D4CZJ1,97.12
Q46DX4,92.5
A0A075HK53,93.5
A0A075HTI8,93.81
A0A075GTF5,96.69
A0A075FHQ0,84.69
A0A075FZI0,85.81
A0A7J3QED6,95.12
A0A7J3Z6I8,76.69
A0A7J3QCM1,95.81
A0A7C3UDM2,90.81
A0A7C3VCJ3,91.81
A0A075I196,80.69
A0A075I486,84.44
A0A157T397,37.91
S5MD97,91.25
A0A7C4B8X9,88.75
A0A7C2VG09,94.38
A0A7C3M9Z8,96.94
A0A7C5LD20,92.75
G3G8K2,74.25
A0A075HIW7,35.03
A0A7J3MY98,87.88
A5HAJ5,74.25
A0A150IKR5,70.06
A0A643JWW5,95.12
A0A075H8D3,88.94
A0A075G0G2,94.88
A0A7J2TLQ3,96.62
A0A150JMZ5,91.06
A0A4D6HRZ0,93.06
A0A7C1E211,90.12
A0A7C4I7Y9,88.44
A0A650CWR5,90.06
A0A643K1V4,95.5
A0A075H1A1,77.31
A0A075I810,90.31
A0A7J3X8T4,97.56
A0A7J3M1C4,91.12
A0A7J3Y015,91.69
A0A150IYA6,91.38
A0A150IKV5,84.81
A0A7C3WMP9,91.38
A0A7C2V977,83.31
A0A7C1G945,97.19
A0A7C5L7R3,79.81
A0A7C3F9S1,93.75
A0A643JYA4,94.56
Q46A23,84.12
Q46BN8,93.31
A0A075I2D6,93.19
A0A075HV58,86.62
A0A075GWH2,89.94
A0A075FLN4,51.31
A0A075FRZ6,94.38
A0A075I432,95.31
A0A7J2TAK4,90.94
A0A285F5K1,90.94
A0A7C4I5K8,80.88
A0A075HK76,82.56
A0A075I2Q6,89.94
A0A075GNK8,85.0
A0A075I9T6,93.25
A0A075I2F7,95.25
A0A7J3X5U6,91.19
A0A7J3ZL44,90.69
A0A7J3JPU1,91.94
A0A7J2THK6,93.31
A0A101IIJ8,91.12
A0A558GCI3,90.88
A0A558GAB0,89.0
A0A0D4CZG9,96.69
A0A643JXQ9,94.62
A0A1N5TT09,88.31
H9TG47,83.06
T2KT71,76.0
A0A1N7CZU9,94.56
D0KUK6,89.38
A0A1N7BXK5,82.25
A0A1N7FBK7,84.38
A0A1N7FPN0,91.62
B2CGW0,65.62
A0A0M5J8V3,98.06
A0A1N5SXG5,88.62
A0A558GA92,85.81
D0KR02,90.0
I1U3V9,70.69
H5SGF6,89.81
A0A1N7EVM9,85.44
D3SXK4,87.88
A0A650CSJ6,94.06
H9NMK6,77.06
A0A643JZZ5,96.62
A0A643JT77,96.31
Q9HH92,85.62
P95926,87.06
A0A2Z2KZQ7,78.25
A0A345E6A8,94.19
A0A0F7P9B7,72.0
A9LE48,76.19
L0JNX4,84.62
U3RHF0,98.19
A0A643JZE4,79.19
A0A0Q2MS96,77.56
A0A371QXX2,86.69
Q9UY51,72.94
M0INI6,62.44
A6VFY7,81.75
A0A345E395,92.38
A8SXN9,74.94
A9A6S7,96.38
Q9UXL3,76.12
S6AQ40,64.62
A0A160VSV2,95.38
L0JFR2,95.06
L0AIC1,71.12
F1CLY9,71.38
A0A314ZPH9,85.0
A0A315A1A8,90.38
L0AHL0,82.38
A0A650CEC2,92.62
A0A161K947,90.31
A0A1N6YJV7,89.25
A0A830FQB5,93.62
A0A060GWB4,98.38
A0A650CJ04,89.69
A0A285ELC0,94.38
A0A1N7F130,64.38
A0A1L5YK09,98.0
A0A650DJA3,97.94
A0A1L2JT80,93.88
A7E0A7,90.62
A0A830FMA5,92.5
A0A285G1I1,95.88
A0A285FAL0,82.5
A0A650CH61,91.19
A0A6C0UPZ9,88.06
A0A6C0USN4,87.06
D5JYD5,72.56
A0A1L2JMD6,87.06
A0A1N6Z4N4,88.81
A2TII6,97.38
A0A7J3UYU9,94.0
A0A1B1TFX4,84.25
A0A523BDI6,91.12
A0A7J3G5V2,95.19
A0A7J4ITN1,50.12
A0A160VQA0,94.06
W0G901,69.56
W0I923,96.56
A0A2J6N2S7,95.69
A0A510N9C0,73.75
D6PBI8,93.25
A0A160VTM0,79.69
A0A2J6N2I1,94.94
A0A7C5XHL5,69.38
A0A7C5YWI1,92.88
A0A7C1GBC9,90.25
A0A7C4HDH1,96.06
E7CZ18,76.19
A0A482T2R2,66.69
A0A482T493,88.38
A0A7J3ZJQ1,49.94
A0A0C5PFL0,78.5
A0A643JT02,76.06
A0A650CKJ4,91.94
A0A7C1T1H4,90.88
A0A7C4D2F5,83.88
A0A7C5XJJ2,94.0
E6NAM7,86.56
A0A650CW27,73.62
A0A1I0I7F7,85.06
A0A7J2U423,80.69
A0A7J9P8Q2,96.44
A0A7C4FFV6,94.25
A0A7C4D276,33.75
A0A7C4HD89,95.62
A0A7C4I682,73.94
B0KXX9,98.44
A0A7J3MYJ4,95.5
A0A7J2U0S4,89.94
A0A7J2U176,90.44
Q64CU6,95.31
A0A1V0NA80,77.25
A6VJC2,39.81
A0A650CEB9,91.44
A0A7J9S5B7,92.62
A0A7J3VTQ3,84.31
A0A7C4JIL5,41.09
A0A650CWU7,90.12
A0A7J2U3X9,90.12
A0A371R5R7,87.88
A0A7J3VTW3,96.31
A0A7C4W2X6,92.69
A0A7C2V9I3,87.81
A0A7C4H941,75.25
A0A6S4I341,74.31
A0A497EZ36,94.19
A0A497ERG8,86.5
A0A7J3JSN8,93.81
A0A7J2U3W3,94.38
A7DZX8,87.31
A0A7J3VRX5,84.88
A0A7C3M893,93.06
A0A7J3JR21,73.44
A0A7J3XZ93,91.31
A6VJ81,52.47
A0A7J9NZF9,86.25
A0A7C3ZFI3,95.44
F7PLA1,73.94
A0A1D8S2F9,95.81
A6VJP9,98.12
A0A650CGX5,90.38
E7QP61,94.12
A0A1B0V460,74.69
A0A1B1TDY1,87.5
A0A7G9Z3G9,96.12
A0A7J3QFB4,82.94
A0A7J3JNC0,91.12
A0A830FRB8,86.69
E7QR36,91.31
A0A7H1KNU7,58.28
A0A7G9Z4Y5,93.81
A0A7G9Z5F2,90.12
A0A1I0JI87,92.75
A0A7J3SJG2,82.75
A0A7J3I7S4,87.75
A0A7J2TJ77,94.94
A0A830FSK2,54.12
Q5V114,91.25
Q5V880,78.75
A0A1H5UFX0,92.81
A0A7G9Y1K8,43.5
A0A7J3Z7Z2,92.38
A0A7J3QET1,87.44
A0A7J3XZP7,86.06
A7U0X8,87.19
A0A1H6CQA1,85.75
A0A7G9Z2E5,93.94
